Cryptocurrency Name,Symbol,Date,Opening Price (USD),Closing Price (USD),Highest Price (USD),Lowest Price (USD),Market Capitalization (USD),Volume (24h),Total Supply,Price Change (24h%),Price Change (7d%),Blockchain Network,Popularity Rank
Shiba Inu,SHIB,2022-11-28 05:00:00,25748.56,3318.22,11837.84,20907.2,29547007255.51,629381560.22,633691893.52,39.62,37.84,Cardano,32
Solana,SOL,2022-11-28 06:00:00,24449.09,3016.1,46444.77,27553.32,42126360878.54,549003413.68,932719600.75,-2.71,-9.33,Ethereum,27
Chainlink,LINK,2022-11-28 07:00:00,35901.93,47304.27,14714.94,44167.82,42293943985.12,158016269.87,953983016.82,47.86,-5.0,Binance Smart Chain,15
Litecoin,LTC,2022-11-28 08:00:00,25186.93,24105.36,35467.39,5189.31,51239824556.66,737227224.84,570371998.38,13.12,-20.44,Ethereum,62
Dogecoin,DOGE,2022-11-28 09:00:00,19940.39,5184.9,46924.18,8185.79,45882825652.44,177031689.95,129772870.82,7.3,-20.82,Ethereum,2
TRON,TRX,2022-11-28 10:00:00,21699.21,12134.88,39750.8,13841.48,6326425131.82,612159270.84,793570040.79,44.66,12.93,Binance Smart Chain,53
Polkadot,DOT,2022-11-28 11:00:00,36795.63,49974.3,19718.41,7746.02,74148841412.72,198442653.96,77495799.25,-48.58,-43.09,Ethereum,76
Avalanche,AVAX,2022-11-28 12:00:00,32941.73,39615.4,1682.92,18692.59,31065927559.84,514450286.07,580016257.96,-45.84,-31.69,Binance Smart Chain,55
Chainlink,LINK,2022-11-28 13:00:00,2187.12,27411.07,13132.01,28736.55,98682163144.67,51282182.26,794997207.39,47.78,-35.86,Ethereum,46
Dogecoin,DOGE,2022-11-28 14:00:00,8011.45,20976.46,6502.31,30379.28,87549305368.7,335137983.22,595981620.19,-36.63,-41.03,Binance Smart Chain,55
Dogecoin,DOGE,2022-11-28 15:00:00,2408.01,32682.82,45404.0,13723.99,93139485228.92,358320042.95,252490744.94,20.85,-1.56,Cardano,79
Polygon,MATIC,2022-11-28 16:00:00,18497.56,34652.1,21183.02,34660.95,91775542455.97,921715916.44,900247903.19,16.26,10.64,Ethereum,33
Litecoin,LTC,2022-11-28 17:00:00,4859.86,41373.18,39259.4,42791.42,89130651548.19,983426185.93,832586420.16,29.91,-6.47,Cardano,93
Solana,SOL,2022-11-28 18:00:00,21260.48,21903.05,41864.55,45678.49,47663682940.82,696044965.11,862771191.17,19.03,-3.7,Ethereum,86
Chainlink,LINK,2022-11-28 19:00:00,4208.66,46341.15,8441.24,22803.38,71810733354.32,99450583.27,528927902.74,42.64,16.42,Cardano,93
Polygon,MATIC,2022-11-28 20:00:00,26189.05,26168.69,20927.73,29535.73,89413400658.32,116032415.16,378373840.16,45.2,34.08,Ethereum,20
Litecoin,LTC,2022-11-28 21:00:00,25241.8,27569.28,44070.93,44977.31,43758207018.52,871116028.31,768978520.49,48.99,-31.09,Cardano,95
Avalanche,AVAX,2022-11-28 22:00:00,46828.85,42250.85,21411.3,22023.09,8135015319.31,23371149.74,270492160.58,-14.54,-41.66,Ethereum,16
Avalanche,AVAX,2022-11-28 23:00:00,35371.99,34562.06,638.06,17674.37,99025335994.01,142984654.47,301484880.52,-16.07,24.63,Binance Smart Chain,81
Solana,SOL,2022-11-29 00:00:00,46203.89,48329.12,7471.63,22470.28,64641693923.38,539765308.25,128914090.72,5.27,9.93,Ethereum,73
Shiba Inu,SHIB,2022-11-29 01:00:00,34227.57,4527.55,9968.39,35098.84,8684342268.68,265327854.33,9774311.19,39.58,30.34,Binance Smart Chain,25
Polkadot,DOT,2022-11-29 02:00:00,19725.32,28394.56,8797.33,17238.25,94315274663.2,631736122.95,349671767.83,11.59,-25.81,Ethereum,70
Shiba Inu,SHIB,2022-11-29 03:00:00,617.19,25993.31,18529.33,24586.93,39629232967.99,306203138.19,100717264.06,3.04,26.18,Binance Smart Chain,7
Litecoin,LTC,2022-11-29 04:00:00,46151.03,5094.23,44859.86,24753.93,56235006243.37,111819334.27,498689492.55,-19.66,-20.52,Ethereum,27
Litecoin,LTC,2022-11-29 05:00:00,27566.59,32671.78,40511.81,33742.53,686858859.75,967665879.7,400149615.06,-15.79,-24.0,Binance Smart Chain,87
Dogecoin,DOGE,2022-11-29 06:00:00,42115.5,7212.85,29589.29,9182.37,7808020288.51,698517057.96,177621503.72,35.1,29.93,Cardano,18
TRON,TRX,2022-11-29 07:00:00,27223.27,19243.28,11944.39,13746.04,96393546687.12,578671275.28,825947127.86,0.44,-5.18,Ethereum,91
Stellar,XLM,2022-11-29 08:00:00,41775.72,3224.9,46458.67,14443.01,17361531107.73,407418908.83,201405962.57,12.97,-18.24,Ethereum,2
Litecoin,LTC,2022-11-29 09:00:00,30182.24,7571.31,45903.77,1777.61,707036838.54,650628444.17,508406773.89,-7.08,-4.0,Ethereum,3
TRON,TRX,2022-11-29 10:00:00,33362.72,30238.54,18796.02,16778.29,30308390627.38,510807902.91,424029525.5,-2.28,35.41,Ethereum,87
Stellar,XLM,2022-11-29 11:00:00,32625.84,2204.46,25034.83,26447.45,98211631790.19,992721559.25,172041787.44,4.6,22.76,Binance Smart Chain,28
Shiba Inu,SHIB,2022-11-29 12:00:00,10130.21,615.25,16620.17,8443.98,99728060743.99,173625921.34,10403272.57,35.69,45.0,Binance Smart Chain,90
TRON,TRX,2022-11-29 13:00:00,20931.92,39187.83,29045.62,12948.1,28586157971.42,108503646.61,352457684.34,-22.03,-31.91,Binance Smart Chain,91
Polygon,MATIC,2022-11-29 14:00:00,36659.94,7024.66,44110.68,3021.01,72761223553.71,85094937.19,890368980.83,10.81,41.8,Binance Smart Chain,89
Polygon,MATIC,2022-11-29 15:00:00,4738.79,42136.99,19862.64,45011.52,41522899076.37,792999134.76,413392691.56,-23.17,-1.41,Ethereum,70
TRON,TRX,2022-11-29 16:00:00,29741.5,44945.91,36903.26,32701.5,27736210428.6,746115818.84,975496097.02,-28.45,13.81,Binance Smart Chain,36
Avalanche,AVAX,2022-11-29 17:00:00,15697.11,29248.34,2041.21,7823.83,7344246243.34,845240960.05,8923967.8,24.91,-27.21,Ethereum,56
TRON,TRX,2022-11-29 18:00:00,36092.98,16751.48,19612.02,20664.68,88272890752.61,616852290.45,739713571.06,22.31,23.09,Cardano,68
Avalanche,AVAX,2022-11-29 19:00:00,25320.61,34921.67,20256.13,40280.3,47203155115.0,114950181.15,687108104.59,29.11,30.4,Cardano,98
Polygon,MATIC,2022-11-29 20:00:00,48418.42,48848.18,22948.93,1869.75,25863635183.82,289457960.57,460701533.33,-46.95,-21.23,Ethereum,9
Stellar,XLM,2022-11-29 21:00:00,5873.38,19596.04,10106.18,39707.15,33099122724.11,109350498.94,431894630.17,47.54,0.36,Ethereum,16
Chainlink,LINK,2022-11-29 22:00:00,29583.39,43576.19,11971.83,45289.2,87514754241.82,563915514.72,595383964.57,-22.74,31.27,Cardano,53
Polygon,MATIC,2022-11-29 23:00:00,45823.6,30269.71,39341.65,48367.51,40738071755.57,736584203.81,972456078.74,-7.22,7.4,Cardano,80
Polkadot,DOT,2022-11-30 00:00:00,45320.5,28342.49,16188.91,46684.86,37753734540.29,79773875.79,727037296.71,-7.42,16.77,Cardano,13
Litecoin,LTC,2022-11-30 01:00:00,39008.27,30003.85,32574.25,11651.22,54483243749.98,773970558.17,823994197.47,0.73,-33.34,Ethereum,44
TRON,TRX,2022-11-30 02:00:00,46338.86,16790.52,41789.05,10599.55,36608958841.4,512047641.98,843889190.63,-37.11,-16.58,Ethereum,46
Solana,SOL,2022-11-30 03:00:00,28674.24,12062.36,4615.38,19699.39,65828543419.46,399126668.95,40296772.33,35.91,10.03,Cardano,81
TRON,TRX,2022-11-30 04:00:00,30573.09,36065.0,40765.65,5129.94,31990025856.1,204288268.62,703600784.72,-15.71,28.78,Ethereum,82
TRON,TRX,2022-11-30 05:00:00,14434.12,42460.57,2181.98,32905.09,80441233012.35,608554671.1,762494345.74,38.79,-24.39,Cardano,96
Dogecoin,DOGE,2022-11-30 06:00:00,13020.7,43856.11,27215.33,31290.71,23896977615.67,459442765.65,881271928.05,49.79,46.03,Cardano,25
Shiba Inu,SHIB,2022-11-30 07:00:00,41219.99,35747.33,23150.84,12293.95,15398939840.34,816492288.94,735016656.48,3.23,-29.73,Ethereum,15
Chainlink,LINK,2022-11-30 08:00:00,24791.75,27131.02,17805.33,8016.64,21328511933.97,314905905.67,376962616.04,44.68,-45.26,Ethereum,39
Litecoin,LTC,2022-11-30 09:00:00,35723.03,33982.31,33496.51,15584.69,22336707790.77,971287834.7,753329438.58,-20.2,-47.28,Binance Smart Chain,18
Shiba Inu,SHIB,2022-11-30 10:00:00,21220.73,1254.91,23368.54,22121.72,44738435046.33,982706868.48,860901472.21,-7.66,-45.06,Binance Smart Chain,95
Polkadot,DOT,2022-11-30 11:00:00,24922.85,1614.24,30497.37,34997.8,80378035706.88,575546520.67,172403893.01,-20.92,17.12,Cardano,29
Polkadot,DOT,2022-11-30 12:00:00,3526.89,14521.38,37697.66,30824.54,47958546638.35,634130689.48,748461950.01,35.51,-14.24,Ethereum,55
Chainlink,LINK,2022-11-30 13:00:00,37967.22,46250.04,29948.15,45180.11,94272954370.74,712286572.92,427150052.95,10.36,-40.95,Ethereum,21
Shiba Inu,SHIB,2022-11-30 14:00:00,39314.31,22005.29,30920.32,6508.76,37177990393.12,94959861.49,19002190.94,14.46,-13.11,Binance Smart Chain,79
Shiba Inu,SHIB,2022-11-30 15:00:00,21450.59,44063.29,3108.44,32647.66,86458987994.17,880213621.19,671760564.01,3.17,-35.8,Cardano,96
Dogecoin,DOGE,2022-11-30 16:00:00,27316.24,45287.94,31330.1,3491.29,92441913878.25,729000031.64,849827046.91,-33.23,16.33,Binance Smart Chain,57
Polygon,MATIC,2022-11-30 17:00:00,37827.27,45104.13,4979.1,35197.0,95367958675.42,39321405.93,106401424.44,45.18,-32.74,Ethereum,74
Litecoin,LTC,2022-11-30 18:00:00,7318.56,36743.6,18774.3,36720.1,15050093179.21,684477960.91,362197010.32,-10.09,43.05,Binance Smart Chain,39
Solana,SOL,2022-11-30 19:00:00,39056.37,44565.53,34994.1,19589.51,23319723743.1,107168560.18,246091299.85,29.25,-34.9,Cardano,58
Avalanche,AVAX,2022-11-30 20:00:00,1823.14,30031.31,27298.83,24106.58,81383020247.69,586730503.22,234205594.66,32.58,4.93,Ethereum,36
TRON,TRX,2022-11-30 21:00:00,12095.25,2797.48,30008.9,5656.92,23572468708.27,572773123.76,355489897.27,-45.46,47.95,Ethereum,82
Dogecoin,DOGE,2022-11-30 22:00:00,36652.41,41289.69,41906.49,32650.81,17056476479.49,715607682.71,999638786.39,-33.73,-1.51,Cardano,67
Stellar,XLM,2022-11-30 23:00:00,17875.1,14850.53,25129.88,41298.91,61902338437.24,514828747.68,76062375.3,45.59,38.33,Cardano,35
Solana,SOL,2022-12-01 00:00:00,3357.94,15292.73,14212.94,12113.83,1287723923.14,562021252.57,668588522.25,-38.07,2.02,Ethereum,6
Polygon,MATIC,2022-12-01 01:00:00,25545.72,27728.26,32811.74,49112.15,71310678934.74,740266299.65,606308950.56,-0.55,27.16,Ethereum,32
Solana,SOL,2022-12-01 02:00:00,14336.45,11644.41,4747.85,3871.64,47190649883.0,971378620.61,482306020.34,-38.84,5.55,Cardano,85
Shiba Inu,SHIB,2022-12-01 03:00:00,34589.29,38998.34,2455.89,38827.39,19071410764.53,326153833.33,671718982.03,-18.55,-35.63,Cardano,20
Polkadot,DOT,2022-12-01 04:00:00,15681.26,4867.73,14326.0,16014.08,38222998667.36,795128359.08,961322855.57,-2.44,20.6,Cardano,17
Shiba Inu,SHIB,2022-12-01 05:00:00,38785.18,2479.03,47589.96,9277.07,21820941605.77,349738053.26,233593951.04,3.33,-9.94,Binance Smart Chain,39
TRON,TRX,2022-12-01 06:00:00,39322.34,30938.47,1708.9,24464.05,17719218021.15,238508772.29,306640463.58,39.73,-21.32,Ethereum,42
Litecoin,LTC,2022-12-01 07:00:00,29137.75,510.44,22174.08,43939.72,7336093553.82,2849774.97,839043791.71,5.88,8.55,Binance Smart Chain,47
Chainlink,LINK,2022-12-01 08:00:00,27959.24,20486.35,29709.23,26127.93,19268053306.95,933664603.18,442012620.27,-26.58,36.23,Ethereum,39
Avalanche,AVAX,2022-12-01 09:00:00,10732.95,49216.87,2499.98,23374.85,86780426073.33,2649964.75,297541058.77,6.69,33.2,Ethereum,27
Chainlink,LINK,2022-12-01 10:00:00,32193.1,8049.2,2989.3,19008.83,53197959888.95,989361893.53,360085608.6,46.21,-44.23,Ethereum,76
Stellar,XLM,2022-12-01 11:00:00,29052.66,24333.38,33722.93,10463.22,60187837103.41,429007245.02,558059319.9,3.49,-47.41,Ethereum,84
TRON,TRX,2022-12-01 12:00:00,45956.71,11013.95,13036.74,38974.59,72076741472.12,782939108.28,938702972.67,30.54,35.88,Cardano,97
Stellar,XLM,2022-12-01 13:00:00,41370.58,18689.37,26096.99,33378.38,78936132524.3,830276082.99,222793784.84,-1.11,-28.35,Ethereum,86
Solana,SOL,2022-12-01 14:00:00,18585.17,1669.79,46161.63,2045.56,98800783185.42,248981481.47,132813383.19,4.44,40.68,Binance Smart Chain,58
Shiba Inu,SHIB,2022-12-01 15:00:00,20378.77,43537.79,34169.97,27785.91,83914557308.73,30760510.16,404136420.18,-33.74,20.26,Ethereum,92
Avalanche,AVAX,2022-12-01 16:00:00,19704.48,26400.82,36666.05,4644.16,1780318151.64,156007656.02,840245803.32,-6.02,-38.94,Binance Smart Chain,5
Polkadot,DOT,2022-12-01 17:00:00,3306.2,21323.51,46824.38,38333.79,44871802069.71,925194345.29,876238819.49,-45.4,9.09,Ethereum,61
Litecoin,LTC,2022-12-01 18:00:00,2137.52,14503.92,23619.19,336.26,12446448006.98,139302414.11,840325760.65,-9.4,-46.04,Binance Smart Chain,67
Shiba Inu,SHIB,2022-12-01 19:00:00,38507.87,7182.63,35778.39,16383.96,57157446151.96,149012088.39,331771934.59,-8.24,-12.69,Binance Smart Chain,32
Litecoin,LTC,2022-12-01 20:00:00,21341.51,43961.74,12588.45,48581.44,49099281809.5,718199814.85,174707263.02,27.39,35.41,Binance Smart Chain,11
Chainlink,LINK,2022-12-01 21:00:00,37845.99,4729.5,30112.97,30084.17,19953396369.34,892010436.35,993964428.83,-29.55,32.39,Cardano,35
Solana,SOL,2022-12-01 22:00:00,36035.42,24156.57,35344.85,46054.01,72392790286.81,397584589.48,902967546.34,20.84,14.57,Cardano,99
Litecoin,LTC,2022-12-01 23:00:00,9168.13,40047.97,14301.58,13995.73,10145313378.86,147045093.69,284437694.66,-15.95,-0.94,Ethereum,75
Polkadot,DOT,2022-12-02 00:00:00,17744.91,14595.21,13990.46,19189.16,25254102360.02,434385310.24,926590754.06,33.45,15.68,Ethereum,16
Polkadot,DOT,2022-12-02 01:00:00,32340.63,27580.3,26670.48,44200.65,60472029341.72,200514928.38,275237222.86,-33.34,43.34,Ethereum,35
Dogecoin,DOGE,2022-12-02 02:00:00,34032.82,6376.21,10576.92,38971.69,56937972634.25,98484347.07,72010381.88,-13.72,32.81,Cardano,83
Shiba Inu,SHIB,2022-12-02 03:00:00,22023.16,32639.37,36992.78,41290.12,82062683249.44,891344177.49,242466397.53,0.91,9.35,Binance Smart Chain,61
Shiba Inu,SHIB,2022-12-02 04:00:00,25539.33,11226.9,34273.11,31628.34,24580835886.36,394691392.41,165731480.4,-13.93,6.37,Cardano,81
Dogecoin,DOGE,2022-12-02 05:00:00,41172.27,24678.04,12797.49,16863.52,13359466324.9,648401729.82,988930789.11,30.57,41.57,Binance Smart Chain,100
TRON,TRX,2022-12-02 06:00:00,47750.52,17895.08,48389.33,33966.54,8170202885.98,793987246.94,566223246.98,-43.19,31.3,Binance Smart Chain,56
Solana,SOL,2022-12-02 07:00:00,18578.0,31803.43,6965.22,6645.9,10565278170.69,319382810.09,777275632.89,16.6,31.66,Binance Smart Chain,58
Polygon,MATIC,2022-12-02 08:00:00,41956.8,1978.43,13530.46,23162.08,58732625201.2,744146924.03,606836831.79,24.65,-33.73,Binance Smart Chain,96
Solana,SOL,2022-12-02 09:00:00,23870.52,47773.73,8891.84,41618.5,98590703992.24,250376223.48,129960810.69,-14.98,-20.77,Ethereum,89
Polkadot,DOT,2022-12-02 10:00:00,33741.94,7495.98,34294.61,9212.32,51215367446.93,724035560.62,17205444.36,-34.32,-9.03,Cardano,12
Polkadot,DOT,2022-12-02 11:00:00,41323.01,19955.65,46923.75,38868.97,57949820800.76,667784024.96,960631668.71,-26.85,45.2,Ethereum,58
Polkadot,DOT,2022-12-02 12:00:00,25686.38,13084.0,9725.62,6666.9,94713361609.38,730499662.53,803514692.15,44.49,-26.61,Ethereum,81
Polkadot,DOT,2022-12-02 13:00:00,15602.95,31878.79,43630.99,45605.89,41042661060.92,589161677.46,705949027.14,-4.67,-1.6,Binance Smart Chain,53
TRON,TRX,2022-12-02 14:00:00,10765.45,28246.06,431.06,7620.29,25673266522.41,672437585.35,773640395.31,3.09,45.61,Binance Smart Chain,43
Avalanche,AVAX,2022-12-02 15:00:00,7484.66,29547.75,45202.69,41485.51,79507255485.21,388939981.01,450711859.89,-9.62,44.14,Ethereum,47
Polygon,MATIC,2022-12-02 16:00:00,34688.7,38841.17,6133.51,11374.47,21329797116.75,781996326.91,245559993.4,42.67,2.17,Ethereum,63
Chainlink,LINK,2022-12-02 17:00:00,5955.78,28708.51,49091.63,49176.32,16767601660.18,628738530.39,563082785.12,-46.18,-49.97,Ethereum,63
Polkadot,DOT,2022-12-02 18:00:00,24455.65,13359.36,46911.28,38788.3,42450112411.7,128755086.11,905031061.69,37.21,-28.83,Ethereum,87
Solana,SOL,2022-12-02 19:00:00,24188.94,9912.8,23358.48,3112.81,10431970840.33,565362820.53,659089304.01,43.72,-15.78,Ethereum,97
Shiba Inu,SHIB,2022-12-02 20:00:00,24418.76,16682.15,26235.81,14089.94,99810071542.85,37924036.15,762887871.66,-47.78,-26.15,Ethereum,10
Stellar,XLM,2022-12-02 21:00:00,31819.01,32090.95,5145.8,18023.36,1395844540.88,437958162.99,854188506.36,27.19,45.24,Binance Smart Chain,52
Dogecoin,DOGE,2022-12-02 22:00:00,47323.31,259.43,49422.73,9975.84,69307173968.66,646178856.51,469927175.8,17.46,-42.64,Ethereum,10
Avalanche,AVAX,2022-12-02 23:00:00,4303.06,24336.48,37899.09,17488.51,38297120566.02,374926424.79,206170347.59,43.66,46.89,Ethereum,64
Dogecoin,DOGE,2022-12-03 00:00:00,9232.99,31113.92,30784.59,19542.73,24817542693.91,436425847.72,364239925.5,13.47,-12.76,Ethereum,61
TRON,TRX,2022-12-03 01:00:00,21867.78,39786.47,23949.43,45547.38,32051421200.01,857862009.11,772030908.05,13.45,10.6,Ethereum,69
Polkadot,DOT,2022-12-03 02:00:00,42403.7,16989.23,21731.09,12607.65,28170336977.03,221862347.1,823392500.87,7.92,17.62,Binance Smart Chain,75
Solana,SOL,2022-12-03 03:00:00,33009.8,17239.87,6760.92,39626.31,23999256247.59,307347356.99,329109868.16,5.42,-4.58,Cardano,39
Dogecoin,DOGE,2022-12-03 04:00:00,3795.22,27974.41,36257.85,20540.5,38698375400.22,915791941.18,622152973.49,33.15,29.58,Ethereum,45
Stellar,XLM,2022-12-03 05:00:00,48545.27,1299.78,4989.07,16188.69,38601639463.58,862385060.16,874388877.12,38.93,4.93,Cardano,58
Litecoin,LTC,2022-12-03 06:00:00,2658.46,41224.54,26602.63,36344.98,62173242125.96,759428747.17,879483208.45,-3.47,48.74,Ethereum,63
Polygon,MATIC,2022-12-03 07:00:00,26124.93,46120.44,5284.65,48752.51,23382178329.92,618667592.72,749429776.53,-29.18,7.81,Ethereum,95
Stellar,XLM,2022-12-03 08:00:00,21361.86,46725.65,8264.33,39237.67,2895823682.44,781452946.14,848086665.51,47.61,-12.68,Binance Smart Chain,47
Solana,SOL,2022-12-03 09:00:00,29346.51,14026.58,21618.1,31745.9,65706762669.8,837829646.44,967644556.8,-20.43,-18.62,Binance Smart Chain,86
Solana,SOL,2022-12-03 10:00:00,9726.92,22943.63,7892.09,5124.47,13562592553.78,463670666.26,391839075.17,20.6,-38.28,Ethereum,71
Shiba Inu,SHIB,2022-12-03 11:00:00,34173.83,34296.6,25085.78,31171.68,71972679039.69,563343882.9,991897406.61,-45.35,-36.98,Cardano,74
Polkadot,DOT,2022-12-03 12:00:00,8006.66,44914.69,14015.72,45999.03,48173768861.47,712760192.29,305978855.68,-40.11,-22.2,Binance Smart Chain,34
Polygon,MATIC,2022-12-03 13:00:00,4425.91,33609.04,20769.95,17759.5,95689838312.18,280441380.72,914304337.1,15.59,-1.28,Binance Smart Chain,25
Solana,SOL,2022-12-03 14:00:00,41700.59,32022.46,27672.83,38657.96,13488266580.71,30224320.82,42785292.35,40.56,-24.19,Ethereum,18
Chainlink,LINK,2022-12-03 15:00:00,24907.72,43695.38,26998.54,2292.15,80101775.2,797535378.45,747357001.71,-8.98,46.08,Ethereum,45
Stellar,XLM,2022-12-03 16:00:00,31216.75,46136.94,45301.62,5658.66,17632964273.26,73799823.03,263885396.78,41.65,49.17,Ethereum,13
TRON,TRX,2022-12-03 17:00:00,8467.79,42029.0,25393.94,42710.71,76712133534.52,54044522.86,846417872.81,7.37,-48.18,Cardano,74
Polygon,MATIC,2022-12-03 18:00:00,2564.8,18589.04,31354.02,4820.22,96673135798.19,102350345.99,415161460.75,44.08,-14.52,Binance Smart Chain,88
Polygon,MATIC,2022-12-03 19:00:00,42370.98,28841.42,38529.95,38751.64,30569533694.97,663092437.0,338101639.88,25.17,-5.69,Ethereum,68
Avalanche,AVAX,2022-12-03 20:00:00,28123.46,17942.75,36249.71,48335.09,36712389882.97,988387477.65,17803982.35,1.4,-14.24,Cardano,23
Solana,SOL,2022-12-03 21:00:00,4459.21,20943.05,34376.37,12343.22,68429227693.28,265322905.05,126827300.48,-5.85,-27.15,Binance Smart Chain,75
Litecoin,LTC,2022-12-03 22:00:00,14628.83,10765.15,12841.42,37605.65,71139967686.9,328516750.56,204629049.45,21.27,23.84,Cardano,28
Chainlink,LINK,2022-12-03 23:00:00,14771.05,18639.68,5332.68,1582.85,74943998004.21,815273684.98,497987399.31,-24.23,-5.83,Cardano,53
Litecoin,LTC,2022-12-04 00:00:00,7971.03,26121.17,42623.65,32770.32,69033926589.93,994666796.43,856749271.04,31.08,8.85,Cardano,6
Chainlink,LINK,2022-12-04 01:00:00,47381.92,29423.37,24277.48,18852.73,92226740221.78,250594387.78,625174207.75,14.62,-42.5,Ethereum,44
Stellar,XLM,2022-12-04 02:00:00,20836.94,44740.66,45175.08,29468.87,18563673039.92,605187164.24,775616084.17,48.81,-47.01,Ethereum,57
Shiba Inu,SHIB,2022-12-04 03:00:00,16767.83,39105.88,7645.52,30463.34,12243073716.84,305406701.76,655273206.23,-30.04,-4.02,Binance Smart Chain,28
Litecoin,LTC,2022-12-04 04:00:00,43436.34,37521.65,43446.32,20631.61,24851872999.83,310058209.11,457569846.09,-32.36,14.71,Binance Smart Chain,9
Polkadot,DOT,2022-12-04 05:00:00,15197.89,42365.36,40273.02,40797.5,17796398007.41,891565148.0,308561603.17,46.06,-37.85,Ethereum,93
Solana,SOL,2022-12-04 06:00:00,14426.73,38063.41,24373.66,4094.29,53916684088.58,423741275.46,124722722.8,-38.52,30.37,Ethereum,24
Solana,SOL,2022-12-04 07:00:00,17611.61,25120.29,25118.16,24755.47,61466725162.43,354813806.58,415959330.76,4.58,-47.51,Ethereum,47
Polkadot,DOT,2022-12-04 08:00:00,21502.12,17551.81,47103.23,39290.34,2695063230.5,690363588.47,297793407.29,-21.92,39.95,Cardano,40
Litecoin,LTC,2022-12-04 09:00:00,48404.32,18830.44,12988.47,31015.1,91946859563.58,507140873.02,687331233.05,43.4,-38.75,Binance Smart Chain,18
Stellar,XLM,2022-12-04 10:00:00,2516.1,33206.05,28760.83,12179.64,58570366919.49,494500166.34,158198398.01,-9.84,2.76,Ethereum,46
Polygon,MATIC,2022-12-04 11:00:00,36514.64,18502.24,35627.46,3611.31,68475412892.11,150995451.89,291934625.03,16.38,33.72,Cardano,31
Polygon,MATIC,2022-12-04 12:00:00,7923.43,625.05,20766.49,2890.77,66894348625.57,952196083.71,241310118.9,1.84,49.89,Ethereum,67
Polygon,MATIC,2022-12-04 13:00:00,47663.68,19688.94,28806.08,14801.41,14732912677.7,246454425.14,86810697.5,27.71,18.53,Ethereum,58
Polkadot,DOT,2022-12-04 14:00:00,28800.0,34201.48,10829.76,645.34,40487568773.36,340882483.36,326354253.08,-33.81,41.17,Ethereum,6
Litecoin,LTC,2022-12-04 15:00:00,49673.17,19896.53,31167.88,6194.09,50144228039.27,895842310.19,459887238.04,-27.41,-19.23,Ethereum,10
Litecoin,LTC,2022-12-04 16:00:00,43816.69,36346.83,48860.81,36516.6,21177563246.28,627662170.97,502841186.77,-0.76,17.41,Ethereum,39
Polkadot,DOT,2022-12-04 17:00:00,34705.81,22820.55,22060.88,17103.62,50696356725.83,381394744.45,641196684.2,-7.25,-14.69,Binance Smart Chain,22
Chainlink,LINK,2022-12-04 18:00:00,9980.41,16917.25,10577.11,16904.73,81248926917.1,284479026.38,520199662.67,-22.84,43.61,Binance Smart Chain,55
Chainlink,LINK,2022-12-04 19:00:00,38989.79,41376.78,42852.21,19055.75,7621505509.26,881281558.88,733312965.17,10.73,49.68,Binance Smart Chain,3
Shiba Inu,SHIB,2022-12-04 20:00:00,33583.82,28619.69,17597.8,13379.03,10329420802.54,251891772.24,748953418.65,44.15,11.56,Ethereum,76
Solana,SOL,2022-12-04 21:00:00,40180.38,8736.84,41185.8,29947.66,22297680247.07,496486301.27,579767159.0,-49.63,-13.08,Cardano,70
Stellar,XLM,2022-12-04 22:00:00,28188.7,41037.87,10496.52,33005.87,67671550049.88,171367208.72,887330154.75,4.92,41.31,Cardano,49
Polygon,MATIC,2022-12-04 23:00:00,25878.66,24100.74,11463.55,43186.89,65421894583.75,439094280.67,617137808.19,45.87,45.21,Cardano,9
TRON,TRX,2022-12-05 00:00:00,37883.28,23870.07,7274.27,37698.9,59534374085.69,733033474.51,302670949.89,34.64,-28.56,Ethereum,41
Dogecoin,DOGE,2022-12-05 01:00:00,7815.25,8300.07,13347.95,35794.08,8492378578.76,125742309.61,211674158.69,39.01,13.45,Binance Smart Chain,85
Chainlink,LINK,2022-12-05 02:00:00,20242.12,32744.44,35710.05,26141.0,62336018554.68,900065661.15,90557187.5,48.0,-9.57,Binance Smart Chain,37
Avalanche,AVAX,2022-12-05 03:00:00,29362.88,21107.83,32923.03,38022.07,79452683521.68,207493620.94,415443813.48,33.55,19.98,Ethereum,55
Shiba Inu,SHIB,2022-12-05 04:00:00,46012.25,36656.29,35879.73,35170.43,63530826956.84,798366503.51,167276385.13,-28.87,15.31,Cardano,47
Avalanche,AVAX,2022-12-05 05:00:00,36775.51,27320.13,16929.86,39558.95,25248169441.0,863745124.17,503865242.48,-35.75,27.26,Ethereum,78
Chainlink,LINK,2022-12-05 06:00:00,25699.85,4565.79,13140.79,40037.5,91376378477.33,212182672.08,285322804.14,6.93,-39.79,Cardano,28
Avalanche,AVAX,2022-12-05 07:00:00,33969.22,47261.75,45525.73,30362.66,68241221278.92,503157750.39,758776027.42,-24.57,34.75,Binance Smart Chain,81
Stellar,XLM,2022-12-05 08:00:00,7388.62,27405.38,14816.19,39283.0,51212637079.57,938405313.33,275475622.14,24.93,-1.46,Ethereum,2
Polygon,MATIC,2022-12-05 09:00:00,20283.01,3050.77,15587.67,6930.42,30488773126.25,662906354.13,407525590.06,0.33,4.92,Ethereum,80
